"user_id","gender","age","married","has_children","home_country","home_city","home_airport","sign_up_date","num_clicks","num_sessions","avg_session_duration_mins","total_flight_bookings","total_hotel_bookings","avg_flight_discount_percent","avg_hotel_discount_percent","discount_flight_proportion","discount_hotel_proportion","total_cancellations","activity_type","scaled_session_duration","booking_rate","cancellation_rate","num_nights","num_rooms","num_trips","total_checked_bags","avg_amount_spent","money_spent_hotel","money_spent_flight","avg_hotel_price_per_room_night_usd","avg_km_flown","scaled_fare_usd","traveler_profile","perk_assignment"
"548568","F","56","true","true","usa","philadelphia","PHL","2023-01-23","112","9","1.54","4","4","0.10","0.10","0.2222222222222222","0.1111111111111111","0","Flight with Hotel","0.03","1","0","4","4","4","3","2267.4475000000000000","5628.00","3441.79","331.25","1796.36","419.90","senior traveller","Free Hotel Meals"
"529972","F","56","true","true","usa","wichita","IAB","2023-01-14","109","8","1.69","2","3","0.18","0.15","0.25","0.25","0","Flight with Hotel","0.04","0.6666666666666666","0","3","3","3","2","2452.4200000000000000","3060.00","3565.44","99.67","1908.87","706.80","senior traveller","Free Hotel Meals"
"552726","F","60","true","true","canada","victoria","YYJ","2023-01-25","76","9","1.03","0","1","0.13","0.10","0.4444444444444444","0.1111111111111111","0","Hotel Only","0.02","0","0","1","1","1","0","","816.00","0.00","68.00","0.00","0.00","senior traveller","Free Hotel Meals"
"547606","F","56","true","true","usa","little rock","LIT","2023-01-23","114","8","1.77","3","3","0.00","0.10","0","0.375","0","Flight with Hotel","0.04","1","0","3","3","3","1","1054.2433333333333333","906.00","2194.73","109.67","2274.19","507.76","senior traveller","Free Hotel Meals"
"512010","F","59","true","true","usa","los angeles","LAX","2023-01-05","119","8","1.84","2","3","0.15","0.20","0.125","0.125","0","Flight with Hotel","0.04","0.6666666666666666","0","3","3","3","1","1010.2700000000000000","1785.60","1556.54","176.67","1377.88","416.26","senior traveller","Free Hotel Meals"
"464597","F","59","true","true","usa","richmond","RIC","2022-12-12","77","9","1.07","0","1","0.00","0.10","0","0.1111111111111111","0","Hotel Only","0.02","0","0","1","1","1","0","","6129.00","0.00","227.00","0.00","0.00","senior traveller","Free Hotel Meals"
"553220","F","58","false","true","usa","bakersfield","BFL","2023-01-26","392","9","15.98","4","5","0.08","0.00","0.4444444444444444","0.1111111111111111","1","Flight with Hotel","0.47","0.8","0.2","5","5","5","0","355.2775000000000000","3002.00","503.92","166.20","732.55","126.78","senior traveller","Free Hotel Meals"
"623935","F","59","true","true","usa","new york","LGA","2023-02-27","208","9","2.84","1","1","0.10","0.08","0.2222222222222222","0.2222222222222222","0","Flight with Hotel","0.07","0","0","1","1","2","1","","2232.00","9377.42","93.00","15944.97","4688.71","senior traveller","Free Hotel Meals"
"531868","F","59","true","true","canada","toronto","YTZ","2023-01-15","151","8","2.31","3","3","0.10","0.08","0.125","0.375","0","Flight with Hotel","0.05","1","0","3","3","3","1","1282.9666666666666667","969.00","2618.88","208.00","2239.08","590.26","senior traveller","Free Hotel Meals"
"521462","F","59","true","true","usa","indianapolis","IND","2023-01-10","168","8","2.60","3","2","0.18","0.00","0.25","0","0","Flight with Hotel","0.06","0.6666666666666666","0","2","2","3","3","1597.6400000000000000","1104.00","2276.59","130.50","1657.17","413.43","senior traveller","Free Hotel Meals"
"501184","F","56","true","true","usa","reno","RNO","2022-12-31","283","9","3.89","4","5","0.30","0.00","0.2222222222222222","0","0","Flight with Hotel","0.10","0.8","0","5","5","5","2","1487.3675000000000000","7334.00","2557.47","210.60","3588.34","639.37","senior traveller","Free Hotel Meals"
"550572","F","58","true","true","usa","new york","LGA","2023-01-24","115","9","1.61","2","3","0.00","0.18","0","0.2222222222222222","0","Flight with Hotel","0.03","0.6666666666666666","0","3","3","3","2","3465.8350000000000000","1379.80","6372.67","127.00","2143.08","1091.44","senior traveller","Free Hotel Meals"
"700666","F","59","true","true","usa","portland","PDX","2023-03-28","63","8","0.96","0","1","0.17","0.00","0.375","0","0","Hotel Only","0.01","0","0","1","1","1","0","","7700.00","0.00","275.00","0.00","0.00","senior traveller","Free Hotel Meals"
"525848","F","59","true","true","usa","new york","LGA","2023-01-12","91","9","1.24","0","1","0.17","0.20","0.3333333333333333","0.1111111111111111","0","Hotel Only","0.02","0","0","1","1","1","0","","1674.00","0.00","93.00","0.00","0.00","senior traveller","Free Hotel Meals"
"499659","F","59","true","true","usa","san diego","NZY","2022-12-30","259","9","3.56","0","1","0.05","0.08","0.1111111111111111","0.2222222222222222","0","Hotel Only","0.09","0","0","1","1","1","0","","2289.60","0.00","159.00","0.00","0.00","senior traveller","Free Hotel Meals"
"514076","F","58","true","true","usa","new york","JFK","2023-01-06","85","9","1.16","1","2","0.05","0.10","0.1111111111111111","0.1111111111111111","0","Flight with Hotel","0.02","0.5","0","2","2","2","1","200.8300000000000000","5382.00","98.83","95.00","543.13","98.83","senior traveller","Free Hotel Meals"
"545446","F","56","true","true","usa","los angeles","LAX","2023-01-22","111","8","1.71","2","2","0.00","0.15","0","0.125","0","Flight with Hotel","0.04","0.3333333333333333","0","2","2","3","0","3684.6300000000000000","1910.00","3984.36","106.00","4264.46","884.97","senior traveller","Free Hotel Meals"
"518196","F","56","true","true","usa","san jose","SJC","2023-01-08","99","8","1.54","2","2","0.25","0.07","0.125","0.375","0","Flight with Hotel","0.03","0.3333333333333333","0","2","2","3","2","730.3400000000000000","9384.80","1291.84","245.50","3665.67","645.92","senior traveller","Free Hotel Meals"
"595740","F","58","true","true","usa","san diego","NZY","2023-02-15","103","8","1.60","2","2","0.00","0.17","0","0.375","0","Flight with Hotel","0.03","1","0","2","2","2","0","1836.9900000000000000","503.80","3086.98","137.50","3667.84","842.44","senior traveller","Free Hotel Meals"
"513638","F","56","true","true","canada","toronto","YKZ","2023-01-06","149","8","2.32","4","4","0.00","0.00","0","0","0","Flight with Hotel","0.05","1","0","4","4","4","2","2694.1300000000000000","4227.00","6549.52","120.75","2332.32","715.53","senior traveller","Free Hotel Meals"
"505771","F","56","true","true","canada","montreal","YUL","2023-01-02","154","10","1.91","5","4","0.15","0.05","0.1","0.1","0","Flight with Hotel","0.04","0.8","0","4","4","5","2","622.2325000000000000","1201.00","2930.35","199.50","1656.02","395.60","senior traveller","Free Hotel Meals"
"519335","F","65","true","true","usa","tucson","TUS","2023-01-09","108","10","1.32","0","2","0.15","0.00","0.1","0","0","Hotel Only","0.02","0","0","2","2","2","0","","1534.00","0.00","168.00","0.00","0.00","senior traveller","Free Hotel Meals"
"422066","F","56","true","true","usa","cincinnati","CVG","2022-11-19","185","10","2.28","4","5","0.10","0.15","0.1","0.1","0","Flight with Hotel","0.05","0.8","0","5","5","5","5","1398.3175000000000000","4940.00","2666.46","125.80","1725.02","410.25","senior traveller","Free Hotel Meals"
"539528","F","37","true","true","usa","boston","BOS","2023-01-19","193","8","4.07","5","4","0.18","0.05","0.5","0.25","1","Flight with Hotel","0.11","0.8","0.2","4","4","5","2","3261.5400000000000000","3740.00","10189.71","283.00","3344.83","1151.98","family travellers","Free Hotel Meals"
"491175","F","56","true","true","usa","houston","HOU","2022-12-25","186","11","2.10","4","5","0.05","0.10","0.09090909090909091","0.09090909090909091","0","Flight with Hotel","0.05","0.8","0","5","5","5","2","740.5575000000000000","2229.00","1417.23","155.00","2021.71","354.31","senior traveller","Free Hotel Meals"
"538069","F","50","false","true","usa","nashville","BNA","2023-01-18","500","8","21.16","6","6","0.00","0.05","0.25","0.375","2","Flight with Hotel","0.62","1","0.3333333333333333","6","6","6","2","2420.2766666666666667","5498.55","8959.66","145.17","1881.23","641.66","family travellers","No Cancellation Fee"
"489953","F","40","false","true","usa","san antonio","SKF","2022-12-25","222","9","3.04","7","6","0.15","0.05","0.1111111111111111","0.1111111111111111","0","Flight with Hotel","0.08","0.8571428571428571","0","6","6","7","6","2037.6633333333333333","5249.25","7007.09","193.83","1654.39","455.89","family travellers","Free Hotel Meals"
"552440","F","56","true","true","usa","san jose","SJC","2023-01-25","87","8","1.34","2","2","0.20","0.00","0.125","0","0","Flight with Hotel","0.02","1","0","2","2","2","1","442.3300000000000000","201.00","683.66","66.50","2063.80","341.83","senior traveller","Free Hotel Meals"
"543778","F","57","true","true","usa","new york","JFK","2023-01-21","108","8","1.66","3","4","0.14","0.13","0.5","0.375","0","Flight with Hotel","0.03","0.75","0","4","4","4","1","696.5233333333333333","1234.80","1133.60","118.75","2398.66","419.19","senior traveller","Free Hotel Meals"
"526727","F","64","true","true","usa","memphis","MEM","2023-01-12","285","9","14.51","3","2","0.00","0.08","0.1111111111111111","0.3333333333333333","1","Flight with Hotel","0.42","0.6666666666666666","0.3333333333333333","1","1","3","9","736.5700000000000000","498.00","8982.33","249.00","1499.02","808.17","senior traveller","Free Hotel Meals"
"510944","M","56","true","true","usa","chicago","UGN","2023-01-05","149","8","2.33","6","3","0.10","0.10","0.125","0.375","0","Flight with Hotel","0.05","0.5","0","3","3","6","3","359.9100000000000000","712.60","2767.63","242.33","1225.73","279.23","senior traveller","Free Hotel Meals"
"587195","M","65","false","true","usa","corpus christi","CRP","2023-02-11","99","8","1.55","1","1","0.05","0.10","0.125","0.125","0","Flight with Hotel","0.03","1","0","1","1","1","0","660.3300000000000000","172.00","463.91","86.00","2737.68","488.33","senior traveller","Free Hotel Meals"
"533327","F","59","true","true","usa","winston-salem","INT","2023-01-16","121","8","1.86","1","4","0.13","0.08","0.375","0.25","0","Flight with Hotel","0.04","0.25","0","4","4","4","1","931.3600000000000000","9127.00","559.22","268.50","3344.02","621.36","senior traveller","Free Hotel Meals"
"531971","F","59","true","true","usa","burlington","BTV","2023-01-15","96","8","1.48","2","2","0.00","0.00","0","0","0","Flight with Hotel","0.03","1","0","2","2","2","2","609.3100000000000000","456.00","762.62","76.00","1988.62","381.31","senior traveller","Free Hotel Meals"
"429345","M","66","true","true","usa","tallahassee","TLH","2022-11-23","143","10","1.79","0","1","0.10","0.08","0.1","0.2","0","Hotel Only","0.04","0","0","1","1","1","0","","714.00","0.00","119.00","0.00","0.00","senior traveller","Free Hotel Meals"
"578396","F","56","true","true","usa","riverside","RIV","2023-02-07","72","8","1.12","1","3","0.15","0.10","0.375","0.125","0","Flight with Hotel","0.02","0.3333333333333333","0","3","3","3","1","1030.9900000000000000","3531.00","690.99","225.67","4083.49","690.99","senior traveller","Free Hotel Meals"
"660959","F","57","false","true","canada","quebec","YQB","2023-03-14","136","8","2.14","0","0","0.15","0.00","0.25","0","0","No Activity","0.05","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","senior traveller","Free Hotel Meals"
"514737","F","56","true","true","usa","washington","IAD","2023-01-07","170","8","2.63","4","4","0.13","0.00","0.375","0","0","Flight with Hotel","0.06","1","0","4","4","4","3","568.9875000000000000","1759.00","499.12","104.25","825.91","129.24","senior traveller","Free Hotel Meals"
"538413","F","59","true","true","usa","new york","JFK","2023-01-18","306","9","13.16","2","2","0.00","0.05","0.1111111111111111","0.2222222222222222","1","Flight with Hotel","0.38","1","0.5","2","2","2","0","871.3400000000000000","562.00","1180.68","281.00","3351.71","590.34","senior traveller","Free Hotel Meals"
"519943","F","59","true","true","canada","toronto","YTZ","2023-01-09","84","9","1.16","0","0","0.00","0.07","0","0.3333333333333333","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","senior traveller","Free Hotel Meals"
"610226","F","58","false","true","usa","houston","IAH","2023-02-21","120","8","1.87","1","1","0.15","0.05","0.125","0.125","0","Flight with Hotel","0.04","1","0","1","1","1","1","2108.2000000000000000","1860.00","248.20","372.00","1503.82","248.20","senior traveller","Free Hotel Meals"
"581685","F","58","true","true","usa","new york","LGA","2023-02-08","120","8","1.88","1","1","0.15","0.20","0.125","0.125","0","Flight with Hotel","0.04","1","0","1","1","1","1","487.5700000000000000","89.00","398.57","89.00","2180.68","398.57","senior traveller","Free Hotel Meals"
"557956","F","65","true","true","usa","shreveport","SHV","2023-01-28","115","8","1.79","1","3","0.15","0.00","0.375","0","0","Flight with Hotel","0.04","0.3333333333333333","0","3","3","3","0","518.6700000000000000","4464.00","394.67","145.00","2090.14","394.67","senior traveller","Free Hotel Meals"
"557875","F","56","true","true","canada","calgary","YYC","2023-01-28","155","8","2.41","2","2","0.00","0.00","0","0","0","Flight with Hotel","0.06","1","0","2","2","2","0","1172.9200000000000000","1456.00","889.84","174.50","2328.21","444.92","senior traveller","Free Hotel Meals"
"516089","F","57","true","true","usa","baltimore","BWI","2023-01-07","135","8","2.10","3","3","0.05","0.15","0.375","0.25","0","Flight with Hotel","0.05","1","0","3","3","3","2","542.6733333333333333","598.00","1013.71","82.00","1994.87","343.34","senior traveller","Free Hotel Meals"
"530673","M","60","true","true","usa","newark","EWR","2023-01-14","96","8","1.51","0","0","0.15","0.10","0.25","0.125","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","senior traveller","Free Hotel Meals"
"521201","F","58","true","true","usa","memphis","MEM","2023-01-10","55","8","0.85","1","1","0.13","0.00","0.375","0","0","Flight with Hotel","0.01","1","0","1","1","1","0","347.8100000000000000","63.00","242.09","63.00","1788.70","284.81","senior traveller","Free Hotel Meals"
"600930","F","57","true","true","usa","sacramento","SAC","2023-02-17","117","8","1.81","2","1","0.05","0.05","0.125","0.125","0","Flight with Hotel","0.04","0.5","0","1","1","2","1","819.5900000000000000","80.00","1821.97","80.00","2851.38","640.39","senior traveller","Free Hotel Meals"
"551549","F","59","false","true","canada","toronto","YTZ","2023-01-25","128","8","1.97","3","2","0.20","0.00","0.125","0","0","Flight with Hotel","0.04","0.6666666666666666","0","2","2","3","0","221.7250000000000000","252.00","682.89","126.00","1324.22","227.63","senior traveller","Free Hotel Meals"
"546774","F","58","true","true","usa","new york","JFK","2023-01-22","134","8","2.09","2","2","0.18","0.00","0.25","0","0","Flight with Hotel","0.05","0.3333333333333333","0","2","2","3","2","1077.5000000000000000","3666.00","795.88","132.50","1610.91","343.85","senior traveller","Free Hotel Meals"
"557496","F","58","false","true","canada","toronto","YTZ","2023-01-28","91","8","1.40","1","1","0.10","0.10","0.125","0.125","0","Flight with Hotel","0.03","1","0","1","1","1","1","568.5300000000000000","450.00","106.68","450.00","688.32","118.53","senior traveller","Free Hotel Meals"
"527801","F","58","true","true","usa","modesto","MOD","2023-01-13","108","9","1.51","0","0","0.30","0.13","0.1111111111111111","0.2222222222222222","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","senior traveller","Free Hotel Meals"
"584843","F","56","true","true","usa","san diego","SAN","2023-02-10","270","9","7.39","3","3","0.10","0.15","0.3333333333333333","0.3333333333333333","1","Flight with Hotel","0.21","1","0.3333333333333333","3","3","3","0","979.9266666666666667","852.00","2087.78","84.00","3956.32","695.93","senior traveller","Free Hotel Meals"
"534378","F","60","true","true","usa","los angeles","LAX","2023-01-16","66","8","1.02","1","1","0.10","0.00","0.25","0","0","Flight with Hotel","0.02","1","0","1","1","1","1","813.5700000000000000","83.00","730.57","83.00","4183.68","730.57","senior traveller","Free Hotel Meals"
"566735","F","56","false","true","usa","boston","BOS","2023-02-01","108","8","1.67","4","4","0.05","0.15","0.25","0.25","0","Flight with Hotel","0.03","1","0","4","4","4","3","782.5025000000000000","744.00","2331.34","83.50","3295.92","592.00","senior traveller","Free Hotel Meals"
"540652","F","56","true","true","usa","boston","BOS","2023-01-19","80","8","1.25","0","0","0.05","0.10","0.125","0.125","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","senior traveller","Free Hotel Meals"
"582729","F","63","true","true","usa","kansas city","MCI","2023-02-09","69","8","1.07","0","0","0.15","0.15","0.25","0.25","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","senior traveller","Free Hotel Meals"
"550193","F","60","true","true","usa","riverside","RIV","2023-01-24","203","8","3.13","0","1","0.10","0.10","0.125","0.25","0","Hotel Only","0.08","0","0","1","1","1","0","","115.20","0.00","64.00","0.00","0.00","senior traveller","Free Hotel Meals"
"602827","F","57","true","true","usa","san jose","SJC","2023-02-18","141","8","2.20","5","5","0.00","0.08","0","0.25","0","Flight with Hotel","0.05","1","0","5","5","5","3","1029.8680000000000000","1715.70","3356.34","180.60","3913.63","671.27","senior traveller","1 Night Free With Hotel"
"497829","M","56","false","true","usa","baltimore","BWI","2022-12-29","165","9","2.28","2","2","0.11","0.05","0.4444444444444444","0.1111111111111111","0","Flight with Hotel","0.05","1","0","2","2","2","1","848.4750000000000000","538.70","1080.83","178.00","3312.27","568.98","senior traveller","Free Hotel Meals"
"558506","F","56","true","true","usa","new york","LGA","2023-01-28","67","8","1.03","2","2","0.10","0.00","0.125","0","0","Flight with Hotel","0.02","1","0","2","2","2","1","424.3800000000000000","681.00","162.41","210.00","499.55","83.88","senior traveller","Free Hotel Meals"
"513917","F","56","true","true","usa","philadelphia","PHL","2023-01-06","117","8","1.79","3","3","0.15","0.05","0.25","0.125","0","Flight with Hotel","0.04","1","0","3","3","3","2","1403.7066666666666667","2345.20","1777.12","168.00","3443.82","592.37","senior traveller","Free Hotel Meals"
"555782","F","57","true","true","usa","jacksonville","NZC","2023-01-27","110","8","1.72","1","2","0.08","0.10","0.25","0.125","0","Flight with Hotel","0.04","0.5","0","2","2","2","1","640.5800000000000000","793.00","310.58","95.00","1782.16","310.58","senior traveller","Free Hotel Meals"
"488870","F","58","true","true","usa","new york","LGA","2022-12-24","471","10","15.36","4","5","0.10","0.05","0.2","0.2","1","Flight with Hotel","0.45","0.8","0.2","5","5","5","2","1398.7966666666666667","5756.00","1512.39","146.80","2732.04","504.13","senior traveller","Free Hotel Meals"
"593047","F","60","true","true","usa","dallas","DAL","2023-02-14","59","10","0.74","0","0","0.18","0.10","0.2","0.4","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","senior traveller","Free Hotel Meals"
"630992","F","59","true","true","usa","montgomery","MXF","2023-03-02","103","8","1.60","0","1","0.15","0.05","0.125","0.125","0","Hotel Only","0.03","0","0","1","1","1","0","","546.00","0.00","91.00","0.00","0.00","senior traveller","Free Hotel Meals"
"642578","F","64","true","true","usa","new york","LGA","2023-03-07","75","8","1.17","2","2","0.13","0.10","0.25","0.375","0","Flight with Hotel","0.02","0.3333333333333333","0","2","2","3","2","222.6600000000000000","415.50","688.06","94.00","2073.41","344.03","senior traveller","Free Hotel Meals"
"559176","F","64","true","true","usa","columbus","LCK","2023-01-28","171","8","2.65","1","2","0.25","0.05","0.25","0.125","0","Flight with Hotel","0.06","0.5","0","2","2","2","0","774.3300000000000000","818.00","489.90","188.50","3470.71","544.33","senior traveller","Free Hotel Meals"
"608521","F","60","false","true","canada","montreal","YHU","2023-02-20","121","9","1.67","2","2","0.08","0.15","0.2222222222222222","0.1111111111111111","0","Flight with Hotel","0.03","1","0","2","2","2","2","1099.4900000000000000","782.00","1350.69","192.00","3698.20","708.49","senior traveller","Free Hotel Meals"
"497042","F","56","true","true","usa","fresno","FAT","2022-12-28","256","10","3.13","5","5","0.13","0.00","0.3","0","0","Flight with Hotel","0.08","1","0","5","5","5","0","699.8180000000000000","1020.00","2415.50","95.20","3342.53","495.82","senior traveller","Free Hotel Meals"
"690420","F","56","true","true","usa","st. petersburg","PIE","2023-03-24","460","8","19.03","5","5","0.10","0.08","0.25","0.375","1","Flight with Hotel","0.56","1","0.2","5","5","5","2","640.2720000000000000","932.20","2249.36","99.80","2638.92","449.87","senior traveller","No Cancellation Fee"
"677896","F","66","true","true","usa","denver","DEN","2023-03-20","96","8","1.49","1","2","0.10","0.25","0.25","0.125","0","Flight with Hotel","0.03","0.5","0","2","2","2","0","674.7000000000000000","852.00","283.23","112.00","1858.71","314.70","senior traveller","Free Hotel Meals"
"557402","F","56","true","true","usa","los angeles","LAX","2023-01-28","178","8","2.75","1","1","0.05","0.00","0.125","0","0","Flight with Hotel","0.07","1","0","1","1","1","0","670.9900000000000000","326.00","344.99","326.00","1945.42","344.99","senior traveller","Free Hotel Meals"
"563974","F","57","true","true","usa","miami","MIA","2023-01-31","107","8","1.66","0","1","0.10","0.00","0.125","0","0","Hotel Only","0.03","0","0","1","1","1","0","","804.00","0.00","134.00","0.00","0.00","senior traveller","Free Hotel Meals"
"593632","F","56","true","true","usa","dallas","DAL","2023-02-14","142","9","1.94","4","2","0.25","0.10","0.3333333333333333","0.1111111111111111","0","Flight with Hotel","0.04","0.5","0","2","2","4","3","869.5100000000000000","1077.60","1358.67","123.50","2120.46","358.36","senior traveller","Free Hotel Meals"
"563425","F","64","true","true","usa","el paso","BIF","2023-01-31","196","8","3.07","1","2","0.00","0.12","0","0.375","0","Flight with Hotel","0.08","0.5","0","2","2","2","0","1518.7700000000000000","1844.40","534.77","201.50","3230.65","534.77","senior traveller","Free Hotel Meals"
